NO,KELURAHAN,KECAMATAN,KABUPATEN,OBJECT,MERK,JENIS,DP NET,TENOR,f_cluster
5965,LANGENSARI,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,NEW PCX 160 CBS,5200000,17,0
5966,JAYAGIRI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA 250,7900000,11,0
5967,SARIMUKTI,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,ALL NEW VIXION,3300000,35,1
5968,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,SCOOPY ESP,1900000,17,0
5969,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,NEW PCX 160 CBS,5000000,29,1
5970,CIRAWAMEKAR,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,HONDA,CB 150 R STREETFIRE,3300000,23,0
5971,JAMBUDIPA,CISARUA,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,5900000,23,0
5972,GADOBANGKONG,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2700000,35,1
5973,PATARUMAN,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,5500000,23,0
5974,CIPATIK,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,6000000,17,0
5975,PASTEUR,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2700000,33,1
5976,SIRNAGALIH,CIPEUNDEUY,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CW FI,2700000,23,0
5977,MARGAJAYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW AEROX 155 C,4500000,35,1
5978,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2450000,35,1
5979,CINENGAH,RONGGA,BANDUNG BARAT,MOTOR BARU,HONDA,NEW PCX 160 ABS,21000000,23,1
5980,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,NEW PCX 160 ABS,8500000,23,1
5981,CIKALONG,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,GENIO ISS,2900000,17,1
5982,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 CON,4800000,29,1
5983,JAYAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI POP CW ESP,2000000,17,0
5984,CIHAMPELAS,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,5400000,23,0
5985,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,NEWVARIOTECHNOCBS FI,2100000,11,0
5986,CIBITUNG,RONGGA,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,ALL NEW VIXION,4600000,35,1
5987,GADOBANGKONG,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI CBS ISS,2700000,33,1
5988,WANGUNJAYA,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW MIO M3 CW,2325000,11,0
5989,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,NEW PCX 160 ABS,18000000,11,0
5990,CIBEDUG,RONGGA,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,6300000,11,0
5991,CIMAHI,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 125 ESPCBS ISS,3100000,23,0
5992,CINENGAH,RONGGA,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,10200000,23,0
5993,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,VARIO 125 ESP CBS,4000000,22,0
5994,CIMERANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,ADV 150 ABS,6000000,35,1
5995,PATARUMAN,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI CBS ISS,2800000,33,1
5996,CIPANGERAN,SAGULING,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,4000000,33,1
5997,CITATAH,CIPATAT,BANDUNG BARAT,MOTOR BARU,HONDA,CRF 150 L,5500000,35,1
5998,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,3700000,17,1
5999,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,7700000,29,1
6000,CIMAREME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CW FI,3125000,11,0
6001,CIBOGO,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,SATRIA FU 150,2400000,23,0
6002,BATUJAJAR BARAT,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI CBS ISS,2800000,33,1
6003,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,GEAR 125,2700000,35,1
6004,SELACAU,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY SPORTY,6000000,35,1
6005,PASIRPOGOR,SINDANGKERTA,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,15100000,23,1
6006,PASIRPOGOR,SINDANGKERTA,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,15100000,23,1
6007,MARGA LAKSANA,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,3000000,33,1
6008,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,HONDA,NEW BEAT STREET ESP,2800000,17,0
6009,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,CB 150 R STREETFIRE,2500000,17,0
6010,BOJONGHALEUANG,SAGULING,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3000000,33,1
6011,BAROS,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2800000,33,0
6012,WANGUNJAYA,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4600000,29,1
6013,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,NEW BEAT STREET ESP,3200000,23,0
6014,CIPADA,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,33,1
6015,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 CON,7100000,29,1
6016,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY STYLISH,4700000,32,1
6017,CEMPAKAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CW FI,2000000,23,0
6018,SELACAU,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,7225000,17,0
6019,WANGUNSARI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW BLADE CW,2300000,17,0
6020,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,VARIO 125 ESPCBS ISS,5000000,23,0
6021,MEKARMUKTI,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW AEROX 155 C,4000000,29,1
6022,JAMBUDIPA,CISARUA,BANDUNG BARAT,MOTOR BEKAS,HONDA,PCX 150 BUILT UP,6425000,11,0
6023,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT CBS FI,2600000,33,1
6024,CIPATAT,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 125 CBS ISS,5300000,17,0
6025,JATIMEKAR,CIPEUNDEUY,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,AEROX 155 VVA,7000000,23,0
6026,CIKALONG,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,YAMAHA,GEAR 125,2800000,29,1
6027,JAYAMEKAR,PADALARANG,KAB. BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,35,1
6028,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,3100000,23,0
6029,CILILIN,CILILIN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,3600000,11,0
6030,JAYAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,GEAR 125,3100000,29,1
6031,DAGO,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,33,1
6032,NGAMPRAH,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2700000,33,1
6033,SUKAJAYA,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY STYLISH,14000000,23,1
6034,CIMAREME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,1700000,23,0
6035,PAKUHAJI,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,PCX150,8200000,23,0
6036,KERTAJAYA,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY STYLISH,3200000,23,1
6037,RAJAMANDALA KULON,CIPATAT,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESP CBS,3800000,33,1
6038,CIKOLE,LEMBANG,BANDUNG BARAT,MOTOR BARU,KAWASAKI,KLX 150 BF SE EXT,5700000,33,1
6039,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,PIAGGIO,PRIMAVERA 150 ABS,11000000,33,1
6040,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BARU,PIAGGIO,PRIMAVERA S 150 ABS,21500000,21,1
6041,JAMBUDIPA,CISARUA,KAB. BANDUNG,MOTOR BEKAS,KAWASAKI,D-TRACKER 150 SE,8800000,29,0
6042,SUKAGALIH,SUKAJADI,KOTA BANDUNG,MOTOR BARU,PIAGGIO,SPRINT S I-GET150ABS,15000000,33,1
6043,HEGARMANAH,CIDADAP,KOTA BANDUNG,MOTOR BARU,PIAGGIO,PRIMAVERA 150 ABS,25000000,17,0
6044,GADOBANGKONG,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,KAWASAKI,D-TRACKER 150 SE,5000000,35,1
6045,PATARUMAN,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,ALN VARIO 160 CBS,4000000,22,1
6046,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BARU,KAWASAKI,NINJA ZX 25 R ABS,30000000,35,1
6047,CIWARUGA,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,4700000,29,0
6048,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,GENIO ISS,1700000,17,0
6049,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,KAWASAKI,D-TRACKER 150 SE,6300000,35,1
6050,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,ALL NEW X-RIDE 125,2190000,35,1
6051,CIWARUGA,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,D-TRACKER 150 SE,8000000,11,0
6052,GUNUNGHALU,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW JUPITER MX CW,1800000,35,0
6053,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,MIO M3 AKS SSS,1800000,35,0
6054,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,NEW BEAT STREET ESP,3400000,35,1
6055,LAKSANAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,KAWASAKI,KLX 150 BF SE,9000000,35,1
6056,CILILIN,CILILIN,BANDUNG BARAT,MOTOR BARU,HONDA,PCX150,9500000,35,1
6057,CIBURUY,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,5200000,35,1
6058,SUKAHAJI,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2500000,35,1
6059,PATARUMAN,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CW,2100000,35,1
6060,PADAASIH,CISARUA,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,1800000,35,1
6061,NANGGELENG,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CW,3000000,35,1
6062,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,LEXI,3500000,35,1
6063,JAYAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,AEROX 155 VVA,3300000,35,1
6064,MANDALAWANGI,CIPATAT,BANDUNG BARAT,MOTOR BARU,YAMAHA,NMAX ABS,6000000,35,1
6065,CIHANJUANG RAHAYU,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,SONIC 150 R,3500000,35,1
6066,SINGAJAYA,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2000000,35,1
6067,CIHANJUANG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,2425000,35,0
6068,GALANGGANG,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,NEWBEAT FICW-CBSPLUS,2600000,33,1
6069,CIROYOM,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125ESP CBS ISS,3300000,35,1
6070,GANJARSARI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,NBEAT FI CW + SPORTY,4000000,35,0
6071,SUKASARI,GUNUNG HALU,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW R15 155 VVA,6400000,35,1
6072,CIPTAHARJA,CIPATAT,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,4500000,33,1
6073,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,GENIO ISS,4000000,33,1
6074,CIPADA,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,SUZUKI,SATRIA F150 PREDATOR,5000000,35,1
6075,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,PCX150,4600000,35,1
6076,CIHANJUANG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,ALL NEW SOUL GT 125,2400000,35,1
6077,PASTEUR,SUKAJADI,KOTA BANDUNG,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5000000,35,1
6078,RANCAPANGGUNG,CILILIN,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESP CBS,3800000,33,1
6079,CIPTAGUMATI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CW,3400000,33,1
6080,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,SCOOPY ESP,3000000,35,1
6081,SUKATANI,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2300000,35,1
6082,ISOLA,SUKASARI,KOTA BANDUNG,MOTOR BARU,YAMAHA,AEROX 155 VVA,3800000,35,1
6083,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,1800000,35,1
6084,CIWARUGA,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 125 CBS ISS,5800000,35,0
6085,TENJOLAUT,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,4686806,30,1
6086,MEKARMUKTI,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,GENIO CBS,962197,33,1
6087,GUNUNGMASIGIT,CIPATAT,BANDUNG BARAT,MOTOR BARU,HONDA,NBEAT FI CW + SPORTY,1644605,30,1
6088,MARGAJAYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 150 ESP SPORTY,4095142,28,1
6089,CIMAREME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESP CBS,2984200,31,1
6090,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,807439,31,0
6091,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,AEROX 155 VVA R,6087057,27,1
6092,MUKAPAYUNG,CILILIN,BANDUNG BARAT,MOTOR BARU,YAMAHA,R25,13214454,30,1
6093,GIRIASIH,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,SATRIA FU 150,1434295,31,0
6094,DAGO,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CW,881191,31,1
6095,SUNTENJAYA,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CW,2384819,28,1
6096,CIKOLE,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,18271101,32,1
6097,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CW,2362289,32,1
6098,MANDALAWANGI,CIPATAT,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,2932144,33,1
6099,MARGA LAKSANA,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CW,1376861,33,1
6100,LAKSANAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,SONIC 150 R,3566226,26,1
6101,SITUWANGI,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,3062538,32,1
6102,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,VARIO 150 ESP SPORTY,2383652,29,0
6103,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,392057,34,1
6104,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,995623,31,0
6105,PUTERAN,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CW,2267549,30,1
6106,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 150 ESP EXCLSV,6396118,23,0
6107,MARGA LAKSANA,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,1368935,33,1
6108,BOJONGMEKAR,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,5034770,30,1
6109,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,SUZUKI,SATRIA FU 150,3003135,26,0
6110,TANJUNG WANGI,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3001210,35,1
6111,CIHAMPELAS,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,KAWASAKI,D-TRACKER 150 SE,12985835,24,1
6112,BONGAS,CILILIN,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESP CBS,5091486,26,0
6113,SITUWANGI,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,GENIO ISS,1427498,31,1
6114,CIHAMPELAS,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FISPRTY CBSPLUS,3400000,35,1
6115,BATUJAJAR BARAT,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,8000000,35,1
6116,CIMAHI,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,FREEGO,5200000,32,1
6117,KARANGTANJUNG,CILILIN,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 125 ESP CBS,4237545,24,0
6118,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,GENIO CBS,2950150,31,1
6119,CIPATAT,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW V-IXION KS SE,2983460,29,0
6120,SUKARESMI,RONGGA,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW VARIO TECHNO FI,2587680,23,0
6121,BAROS,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,SCOOPY ESP,4050000,23,0
6122,BUNIJAYA,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,8300000,29,0
6123,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,FREEGO,3400000,33,1
6124,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,MIO J-CW FI,2489289,23,0
6125,GADOBANGKONG,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,SUPRA GTR 150 SPORTY,4900000,35,1
6126,CIHARASHAS,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,YAMAHA,FINO GRANDE 125,4100000,35,1
6127,RAJAMANDALA KULON,CIPATAT,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,5000000,23,1
6128,CICADAS,RONGGA,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,KLX 150 G,7509670,29,0
6129,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT CW FI,3285900,23,0
6130,CITATAH,CIPATAT,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 ABS,6800000,33,1
6131,RAJAMANDALA KULON,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW BEAT STREET ESP,2344460,23,0
6132,CIPTAHARJA,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW CBR 150R STANDAR,5500000,35,0
6133,NYALINDUNG,CIPATAT,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY STYLISH,5100000,35,1
6134,MARGALUYU,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY SPORTY,4200000,23,1
6135,CIKALONG,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2700000,23,0
6136,MEKARMUKTI,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW VIXION R,6000000,35,1
6137,CIPEUNDEUY,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2800000,34,1
6138,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA 250 ABS FI,17696060,23,0
6139,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,3600000,35,1
6140,CIMAHI,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,VARIO 150 ESP EXCLSV,5000000,29,0
6141,GADOBANGKONG,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,1789860,35,1
6142,GUNUNGHALU,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,AEROX 155 VVA,7677880,23,0
6143,GADOBANGKONG,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESPCBS ISS,4500000,35,1
6144,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 125ESP CBS ISS,4334863,22,0
6145,RAJAMANDALA KULON,CIPATAT,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4653004,32,1
6146,PAKUHAJI,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,2998900,35,0
6147,CIGUGUR GIRANG,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,3600000,33,1
6148,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,AEROX 155 VVA,4371623,26,1
6149,WANGUNJAYA,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,2707140,23,0
6150,CIHARASHAS,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESP CBS,4300000,29,0
6151,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 ABS,5400000,32,1
6152,PANGAUBAN,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,4300000,35,1
6153,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,WR 155 R,7500000,23,0
6154,KARANGMEKAR,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,4100000,35,0
6155,PAGERWANGI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,JUPITER MX,1457560,23,0
6156,TANJUNG WANGI,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,NEWBEAT FICW-CBSPLUS,4300000,33,1
6157,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,GENIO CBS,5000000,23,1
6158,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,R15,3900000,17,0
6159,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CW,4220061,24,1
6160,CIMAHI,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,KAWASAKI,NINJA R,3968460,23,0
6161,BOJONGKONENG,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2300000,23,0
6162,CINENGAH,RONGGA,KAB. BANDUNG,MOTOR BEKAS,HONDA,NEWVARIOTECHNOCBS FI,2800000,23,0
6163,SUMURBANDUNG,CIPATAT,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 CON,4700000,29,1
6164,MARGA LAKSANA,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2600000,35,1
6165,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,GENIO CBS,4500000,22,1
6166,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,6913168,18,1
6167,BATUJAJAR BARAT,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,3600000,33,1
6168,BOJONGSALAM,RONGGA,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,7700000,23,0
6169,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,2707140,23,0
